,RK,Player,Team,,,Pos,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,IBB,HBP,SAC,SF,TB,XBH,GDP,GO,AO,GO_AO,NP,PA
44,41,"Dowd, M",SEA,,605212,C,3,4,0,2,0,0,0,2,0,0,0,0,.500,.500,.500,1.000,0,0,0,0,2,0,0,1,1,1.00,13,4
45,41,"Eibner, B",KC,,518649,CF,16,32,11,16,4,1,6,10,1,6,1,0,.500,.515,1.250,1.765,0,0,0,0,40,11,1,6,5,1.20,98,33
46,41,"Freiman, N",OAK,,474384,1B,1,2,0,1,1,0,0,0,0,1,0,0,.500,.500,1.000,1.500,0,0,0,0,2,1,0,0,0,-.--,4,2
47,41,"Heller, K",BOS,,621480,OF,6,4,0,2,1,0,0,0,0,0,0,0,.500,.500,.750,1.250,0,0,0,0,3,1,0,2,0,*.**,4,4
48,41,"Liddi, A",KC,,499926,3B,3,4,2,2,1,0,0,2,0,1,1,0,.500,.500,.750,1.250,0,0,0,0,3,1,0,0,1,0.00,15,4
49,41,"Marrero, C",CWS,,461842,RF,2,2,2,1,0,0,0,1,0,0,0,0,.500,.500,.500,1.000,0,0,0,0,1,0,0,1,0,*.**,2,2
50,41,"Martinez, N",TEX,,607259,P,1,2,1,1,1,0,0,0,1,0,0,0,.500,.667,1.000,1.667,0,0,0,0,2,1,0,1,0,*.**,11,3
51,41,"McVaney, J",DET,,623155,RF,5,2,1,1,0,0,0,0,1,1,0,0,.500,.667,.500,1.167,0,0,0,0,1,0,0,0,0,-.--,8,3
52,41,"Milone, T",TB,,641882,CF,4,4,1,2,0,0,0,0,0,1,0,0,.500,.500,.500,1.000,0,0,0,0,2,0,0,0,1,0.00,6,4
53,41,"Myles, B",CLE,,592582,LF,3,2,0,1,1,0,0,0,0,0,0,0,.500,.500,1.000,1.500,0,0,0,0,2,1,0,0,1,0.00,2,2
54,41,"Peterson, B",MIN,,453857,1B,3,2,1,1,0,0,0,0,2,1,0,0,.500,.750,.500,1.250,0,0,0,0,1,0,0,0,0,-.--,12,4
55,41,"Phillips, B",HOU,,621433,OF,7,6,2,3,0,0,1,2,0,2,0,0,.500,.500,1.000,1.500,0,0,0,0,6,1,0,1,0,*.**,14,6
56,41,"Quintana, J",CWS,,500779,P,2,2,0,1,0,0,0,1,0,1,0,0,.500,.500,.500,1.000,0,0,0,0,1,0,0,0,0,-.--,4,2
57,41,"Ramos, H",BOS,,592656,OF,4,6,2,3,1,0,0,0,1,1,0,0,.500,.571,.667,1.238,0,0,0,0,4,1,0,2,0,*.**,12,7
58,41,"Roberts, J",CLE,,595378,3B,3,2,1,1,0,0,0,1,0,1,0,0,.500,.333,.500,.833,0,0,0,1,1,0,0,0,1,0.00,5,3
59,41,"Rosa, G",BAL,,516664,SS,10,6,0,3,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,0,0,0,0,3,0,0,2,1,2.00,6,6
60,41,"Schwindel, F",KC,,643524,1B,1,2,0,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,0,0,0,0,1,0,1,2,0,*.**,5,2
61,41,"Shaffer, R",TB,,572128,3B,5,6,1,3,2,0,1,3,1,2,0,0,.500,.571,1.333,1.905,0,0,0,0,8,3,0,0,1,0.00,16,7
62,41,"Simon, A",TB,,606121,1B,2,4,1,2,0,0,0,0,0,2,0,0,.500,.500,.500,1.000,0,0,0,0,2,0,0,0,0,-.--,8,4
63,41,"Turner, S",MIN,,642156,C,3,4,0,2,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,0,0,0,0,2,0,0,2,0,*.**,4,4
64,41,"Ward, B",BAL,,503424,C,4,4,1,2,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,0,0,0,0,2,0,0,1,1,1.00,4,4
65,41,"Wilkerson, S",BOS,,572262,OF,4,2,0,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,0,0,0,0,1,0,0,0,1,0.00,2,2
66,41,"Wilson, A",SEA,,592868,OF,2,2,1,1,0,0,1,3,1,1,0,0,.500,.667,2.000,2.667,0,0,0,0,4,1,0,0,0,-.--,8,3
67,41,"Zimmer, B",CLE,,605548,OF,6,8,2,4,1,1,1,3,3,2,0,0,.500,.667,1.250,1.917,0,1,0,0,10,3,0,0,2,0.00,26,12
68,69,"Bonifacio, J",KC,,593528,RF,7,13,1,6,2,0,0,4,0,4,1,0,.462,.462,.615,1.077,0,0,0,0,8,2,0,1,2,0.50,34,13
69,70,"Hassan, A",OAK,,572910,RF,9,18,2,8,1,0,0,2,0,2,0,1,.444,.474,.500,.974,0,1,0,0,9,1,1,6,3,2.00,28,19
70,71,"Trout, M",LAA,,545361,CF,22,59,22,26,3,3,5,15,10,9,5,1,.441,.514,.847,1.362,0,0,0,1,50,11,3,14,14,1.00,179,70
71,72,"Jennings, D",TB,,457775,LF,18,46,7,20,3,0,1,3,4,9,2,0,.435,.471,.565,1.036,0,0,0,1,26,4,0,9,9,1.00,88,51
72,73,"Betts, M",BOS,,605141,CF,19,56,15,24,8,2,2,7,4,6,2,1,.429,.467,.750,1.217,0,0,0,0,42,12,1,19,8,2.38,89,60
73,73,"Gragnani, R",BOS,,643334,SS,7,7,4,3,0,0,0,0,1,1,0,0,.429,.500,.429,.929,0,0,0,0,3,0,0,2,1,2.00,13,8
74,73,"Henry, J",SEA,,571767,LF,2,7,1,3,0,0,1,2,0,3,0,0,.429,.429,.857,1.286,0,0,0,0,6,1,0,1,0,*.**,25,7
75,73,"Marlette, T",SEA,,596028,C,5,7,2,3,0,0,0,2,0,2,0,0,.429,.429,.429,.857,0,0,0,0,3,0,0,1,1,1.00,24,7
76,73,"Martinez, O",BAL,,501954,SS,13,14,1,6,2,0,0,2,1,2,0,0,.429,.467,.571,1.038,0,0,0,0,8,2,1,3,4,0.75,23,15
77,73,"Polanco, J",MIN,,593871,SS,7,7,2,3,0,0,0,0,0,0,0,0,.429,.429,.429,.857,0,0,0,0,3,0,0,1,3,0.33,8,7
78,73,"Spring, M",BOS,,452740,C,13,14,3,6,3,0,1,5,1,6,0,0,.429,.500,.857,1.357,0,1,0,0,12,4,0,1,1,1.00,33,16
79,80,"Sanchez, Y",CWS,,570560,SS,21,40,6,17,0,0,0,6,3,7,1,0,.425,.489,.425,.914,0,2,0,0,17,0,1,11,6,1.83,114,45
80,81,"Taylor, C",SEA,,621035,SS,8,19,2,8,1,2,1,4,1,1,0,1,.421,.450,.842,1.292,0,0,0,0,16,4,2,10,2,5.00,55,20
81,82,"Santiago, R",TOR,,421124,2B,7,12,1,5,1,0,0,2,1,3,0,0,.417,.462,.500,.962,0,0,0,0,6,1,0,2,2,1.00,22,13
82,83,"Cron, C",LAA,,543068,1B,26,75,11,31,11,2,3,16,4,9,2,0,.413,.432,.733,1.165,0,0,0,2,55,16,4,19,22,0.86,166,81
83,84,"Hawkins, C",CWS,,621445,LF,19,34,8,14,3,0,4,10,1,9,0,0,.412,.429,.853,1.282,0,0,0,0,29,7,0,3,8,0.38,83,35
84,84,"Thompson, T",CWS,,572204,CF,13,17,1,7,0,0,1,3,1,1,0,1,.412,.421,.588,1.009,0,0,0,1,10,1,0,3,7,0.43,31,19
85,86,"Bradley, B",CLE,,656252,1B,4,5,0,2,0,0,0,1,0,1,0,0,.400,.400,.400,.800,0,0,0,0,2,0,1,3,0,*.**,8,5
86,86,"Castro, H",DET,,605612,2B,4,5,1,2,1,0,0,0,0,1,0,1,.400,.400,.600,1.000,0,0,0,0,3,1,0,1,1,1.00,7,5
87,86,"Cave, J",NYY,,595909,CF,15,15,3,6,1,0,1,6,0,3,0,1,.400,.375,.667,1.042,0,0,0,1,10,2,0,4,3,1.33,28,16
88,86,"Dosch, D",BAL,,641529,3B,4,5,1,2,0,0,0,0,0,1,0,0,.400,.400,.400,.800,0,0,0,0,2,0,0,1,1,1.00,8,5
89,86,"Gonzalez, M",DET,,544838,C,6,10,0,4,0,0,0,1,0,0,0,0,.400,.400,.400,.800,0,0,0,0,4,0,1,6,1,6.00,11,10
90,86,"Guyer, B",TB,,446386,LF,11,30,6,12,2,0,1,6,1,4,3,0,.400,.419,.567,.986,0,0,0,0,17,3,0,7,7,1.00,55,31
91,86,"Hague, M",TOR,,518755,1B,9,10,0,4,1,0,0,2,0,2,0,0,.400,.455,.500,.955,0,1,0,0,5,1,1,3,2,1.50,15,11
92,86,"Kinsler, I",DET,,435079,2B,19,55,12,22,7,2,2,13,5,5,1,1,.400,.460,.709,1.169,0,2,0,1,39,11,1,13,17,0.76,103,63
93,86,"Marte, L",TEX,,606336,IF,3,5,2,2,0,0,0,1,1,0,0,0,.400,.571,.400,.971,0,1,0,0,2,0,0,3,0,*.**,17,7
94,86,"Miller, I",SEA,,641878,OF,8,10,2,4,0,0,0,0,0,2,1,0,.400,.400,.400,.800,0,0,0,0,4,0,0,2,2,1.00,23,10
95,86,"Murphy, T",CLE,,607659,IF,4,5,3,2,2,0,0,1,0,2,0,0,.400,.400,.800,1.200,0,0,0,0,4,2,0,1,0,*.**,9,5
96,86,"Napoli, M",BOS,,435063,1B,17,40,7,16,1,0,6,11,4,9,0,0,.400,.467,.875,1.342,0,1,0,0,35,7,1,10,6,1.67,88,45
97,86,"Powell, B",TB,,621471,CF,8,10,3,4,1,0,0,4,1,3,1,0,.400,.455,.500,.955,0,0,0,0,5,1,0,3,0,*.**,20,11
98,86,"Tekotte, B",BOS,,493574,OF,13,15,2,6,1,0,0,5,2,2,0,0,.400,.471,.467,.937,1,0,0,0,7,1,0,1,6,0.17,27,17
